artist,album,track
Kendrick Lamar,DAMN.,DUCKWORTH.
Kendrick Lamar,DAMN.,DAMN. [Booklet]
Wiz Khalifa,O.N.I.F.C.,Intro (O.N.I.F.C.)
Wiz Khalifa,O.N.I.F.C.,Paperbond
Wiz Khalifa,O.N.I.F.C.,Bluffin (Ft. Berner)
Wiz Khalifa,O.N.I.F.C.,Let It Go (Ft. Akon)
Wiz Khalifa,O.N.I.F.C.,The Bluff (Ft. Cam'ron)
Wiz Khalifa,O.N.I.F.C.,"Work Hard, Play Hard"
Wiz Khalifa,O.N.I.F.C.,Got Everything (Ft. Courtney Noelle)
Wiz Khalifa,O.N.I.F.C.,Fall Asleep
Wiz Khalifa,O.N.I.F.C.,Time
Wiz Khalifa,O.N.I.F.C.,It's Nothin' (Ft. 2 Chainz)
Wiz Khalifa,O.N.I.F.C.,"Rise Above (Ft. Amber Rose, Pharrell Williams & Tuki Carter)"
Wiz Khalifa,O.N.I.F.C.,Initiation (Ft. Amber Rose & Lola Monroe)
Wiz Khalifa,O.N.I.F.C.,Up In It
Wiz Khalifa,O.N.I.F.C.,No Limit
Wiz Khalifa,O.N.I.F.C.,The Plan (Ft. Juicy J)
Wiz Khalifa,O.N.I.F.C.,Remember You (Ft. The Weeknd)
Wiz Khalifa,O.N.I.F.C.,Medicated (Ft. Chevy Woods & Juicy J)
Wiz Khalifa,O.N.I.F.C.,'Bout Me (Ft. IamSu! & Problem)
Wiz Khalifa,O.N.I.F.C.,Stackin (Ft. Juicy J)
Wiz Khalifa,O.N.I.F.C.,Mary 3x
Wiz Khalifa,O.N.I.F.C.,Speech ( O.N.I.F.C 4 Year Aniversary)
Wiz Khalifa,Blacc Hollywood,Hope (Ft. Ty Dolla $ign)
Wiz Khalifa,Blacc Hollywood,We Dem Boyz
Wiz Khalifa,Blacc Hollywood,Promises
Wiz Khalifa,Blacc Hollywood,KK (Ft. Juicy J & Project Pat)
Wiz Khalifa,Blacc Hollywood,House In The Hills (Ft. Curren$y)
Wiz Khalifa,Blacc Hollywood,Ass Drop
Wiz Khalifa,Blacc Hollywood,Raw
Wiz Khalifa,Blacc Hollywood,Stayin Out All Night
Wiz Khalifa,Blacc Hollywood,The Sleaze
Wiz Khalifa,Blacc Hollywood,So High (Blacc Hollywood) (Ft. Ghost Loft)
Wiz Khalifa,Blacc Hollywood,Still Down (Ft. Chevy Woods & Ty Dolla $ign)
Wiz Khalifa,Blacc Hollywood,No Gain
Wiz Khalifa,Blacc Hollywood,True Colors (Ft. Nicki Minaj)
Wiz Khalifa,Blacc Hollywood,"We Dem Boyz (Remix II) (Ft. Nas, Rick Ross & ScHoolboy Q)"
Wiz Khalifa,Blacc Hollywood,You and Your Friends (Ft. Snoop Dogg & Ty Dolla $ign)
Wiz Khalifa,Blacc Hollywood,On Me (Ft. Jeezy)
Wiz Khalifa,Blacc Hollywood,Word On The Town (Ft. Juicy J & Pimp C)
Wiz Khalifa,Blacc Hollywood,Incense
Wiz Khalifa,Blacc Hollywood,Blacc Hollywood Album Art/Tracklist
Wiz Khalifa,Khalifa,BTS
Wiz Khalifa,Khalifa,Celebrate (Ft. Rico Love)
Wiz Khalifa,Khalifa,Elevated
Wiz Khalifa,Khalifa,City View (Ft. Courtney Noelle)
Wiz Khalifa,Khalifa,Cowboy
Wiz Khalifa,Khalifa,Bake Sale (Ft. Travis Scott)
Wiz Khalifa,Khalifa,Call Waiting
Wiz Khalifa,Khalifa,Make a Play
Wiz Khalifa,Khalifa,Most of Us
Wiz Khalifa,Khalifa,Zoney
Wiz Khalifa,Khalifa,Lit (Remix) (Ft. Ty Dolla $ign)
Wiz Khalifa,Khalifa,No Permission
Wiz Khalifa,Khalifa,​iSay (Ft. Juicy J)
Wiz Khalifa,Khalifa,KHALIFA [Tracklist + Album Art]
Wiz Khalifa,Rolling Papers 2,Hot Now
Wiz Khalifa,Rolling Papers 2,Ocean
Wiz Khalifa,Rolling Papers 2,Blue Hunnids (Ft. Hardo & Jimmy Wopo)
Wiz Khalifa,Rolling Papers 2,Very Special
Wiz Khalifa,Rolling Papers 2,Goin Hard
Wiz Khalifa,Rolling Papers 2,Holyfield
Wiz Khalifa,Rolling Papers 2,Rolling Papers 2
Wiz Khalifa,Rolling Papers 2,Mr. Williams/Where is the Love (Ft. Curren$y & THEMXXNLIGHT)
Wiz Khalifa,Rolling Papers 2,Penthouse (Ft. Snoop Dogg)
Wiz Khalifa,Rolling Papers 2,Real Rich (Ft. Gucci Mane)
Wiz Khalifa,Rolling Papers 2,Bootsy Bellows
Wiz Khalifa,Rolling Papers 2,Hopeless Romantic (Ft. Swae Lee)
Wiz Khalifa,Rolling Papers 2,Late Night Messages
Wiz Khalifa,Rolling Papers 2,Rain (Ft. PARTYNEXTDOOR)
Wiz Khalifa,Rolling Papers 2,Karate / Never Hesitate (Ft. Chevy Woods & Darrius Willrich)
Wiz Khalifa,Rolling Papers 2,Fr Fr (Ft. Lil Skies)
Wiz Khalifa,Rolling Papers 2,King
Wiz Khalifa,Rolling Papers 2,Gin and Drugs (Ft. Problem)
Wiz Khalifa,Rolling Papers 2,420 Freestyle
Wiz Khalifa,Rolling Papers 2,B Ok
Wiz Khalifa,Rolling Papers 2,It's on You
Wiz Khalifa,Rolling Papers 2,Reach for the Stars (Ft. Bone Thugs-N-Harmony)
Wiz Khalifa,Rolling Papers 2,All of a Sudden (Ft. THEMXXNLIGHT)
Wiz Khalifa,Rolling Papers 2,Homework (Ft. THEMXXNLIGHT)
Wiz Khalifa,Rolling Papers 2,Something New (Ft. Ty Dolla $ign)
Wiz Khalifa,"Laugh Now, Fly Later",Royal Highness (Ft. Casey Veggies)
Wiz Khalifa,"Laugh Now, Fly Later",Letterman
Wiz Khalifa,"Laugh Now, Fly Later",Figure It Out
Wiz Khalifa,"Laugh Now, Fly Later",Plane 4 U
Wiz Khalifa,"Laugh Now, Fly Later",No Dirt
Wiz Khalifa,"Laugh Now, Fly Later",Long Way To Go
Wiz Khalifa,"Laugh Now, Fly Later",Global Access
Wiz Khalifa,"Laugh Now, Fly Later",City Of Steel
Wiz Khalifa,"Laugh Now, Fly Later",Weed Farm
Wiz Khalifa,"Laugh Now, Fly Later",Stay Focused
Pitbull,Global Warming,Global Warming (Ft. Sensato)
Pitbull,Global Warming,Don't Stop the Party (Ft. TJR)
Pitbull,Global Warming,Feel This Moment (Ft. Christina Aguilera)
Pitbull,Global Warming,Back in Time
Pitbull,Global Warming,Hope We Meet Again (Ft. Chris Brown)
Pitbull,Global Warming,Party Ain't Over (Ft. Afrojack & Usher)
Pitbull,Global Warming,Drinks for You (Ladies Anthem) (Ft. Jennifer Lopez)
Pitbull,Global Warming,Have Some Fun (Ft. Afrojack & The Wanted)
Pitbull,Global Warming,Outta Nowhere (Ft. Danny Mercer)
Pitbull,Global Warming,Tchu Tchu Tcha (Ft. Enrique Iglesias)
Pitbull,Global Warming,Last Night (Ft. Afrojack & Havana Brown)
Pitbull,Global Warming,I'm Off That
Pitbull,Global Warming,Echa Pa'lla (Manos Pa'rriba)
Pitbull,Global Warming,Everybody Fucks (Ft. Akon & David Rush)
Pitbull,Global Warming,Get It Started (Ft. Shakira)
Pitbull,Global Warming,11:59 (Ft. Vein)
Pitbull,Meltdown EP,Timber (Ft. Kesha)
Pitbull,Meltdown EP,That High (Ft. Kelly Rowland)
Pitbull,Meltdown EP,Do It (Ft. Mayer Hawthorne)
Pitbull,Meltdown EP,Sun in California (Ft. Mohombi & PLAYB4CK)
Pitbull,Meltdown EP,All the Things (Ft. INNA)
Pitbull,Globalization,Ah Leke (Ft. Sean Paul)
Pitbull,Globalization,Fun (Ft. Chris Brown)
Pitbull,Globalization,Fireball (Ft. John Ryan)
Pitbull,Globalization,Time of Our Lives by Pitbull & Ne-Yo
Pitbull,Globalization,Celebrate
Pitbull,Globalization,Sexy Beaches (Ft. Chloe Angelides)
Pitbull,Globalization,Day Drinking (Ft. Heymous Molly)
Pitbull,Globalization,Drive You Crazy (Ft. Jason Derulo & Juicy J)
Pitbull,Globalization,Wild Wild Love (Ft. G.R.L.)
Pitbull,Globalization,This is Not a Drill (Ft. Bebe Rexha)
Pitbull,Globalization,We Are One (Ole Ola) (Ft. Claudia Leitte & Jennifer Lopez)
2 Chainz,Based On A T.R.U. Story,Yuck! (Ft. Lil Wayne)
2 Chainz,Based On A T.R.U. Story,Crack
2 Chainz,Based On A T.R.U. Story,Dope Peddler
2 Chainz,Based On A T.R.U. Story,No Lie (Ft. Drake)
2 Chainz,Based On A T.R.U. Story,Birthday Song (Ft. Kanye West)
2 Chainz,Based On A T.R.U. Story,I'm Different
2 Chainz,Based On A T.R.U. Story,Extremely Blessed (Ft. The-Dream)
2 Chainz,Based On A T.R.U. Story,I Luv Dem Strippers (Ft. Nicki Minaj)
2 Chainz,Based On A T.R.U. Story,Stop Me Now (Ft. Dolla Boy)
2 Chainz,Based On A T.R.U. Story,Money Machine
2 Chainz,Based On A T.R.U. Story,In Town (Ft. Mike Posner)
2 Chainz,Based On A T.R.U. Story,Ghetto Dreams (Ft. John Legend & Scarface)
2 Chainz,Based On A T.R.U. Story,Wut We Doin? (Ft. Cap-1)
2 Chainz,Based On A T.R.U. Story,Countdown (Ft. Chris Brown)
2 Chainz,Based On A T.R.U. Story,Like Me (Ft. The Weeknd)
2 Chainz,Based On A T.R.U. Story,I Feel Good
2 Chainz,Based On A T.R.U. Story,Riot
2 Chainz,Based On A T.R.U. Story,Based on a T.R.U. Story [Album Art]
2 Chainz,B.O.A.T.S. II #METIME,Fork
2 Chainz,B.O.A.T.S. II #METIME,36
2 Chainz,B.O.A.T.S. II #METIME,Feds Watching (Ft. Pharrell Williams)
2 Chainz,B.O.A.T.S. II #METIME,Where U Been (Ft. Cap-1)
2 Chainz,B.O.A.T.S. II #METIME,I Do It (Ft. Drake & Lil Wayne)
2 Chainz,B.O.A.T.S. II #METIME,Used 2
2 Chainz,B.O.A.T.S. II #METIME,Netflix (Ft. Fergie)
2 Chainz,B.O.A.T.S. II #METIME,Extra (Ft. Rich Homie Quan)
2 Chainz,B.O.A.T.S. II #METIME,U Da Realest
2 Chainz,B.O.A.T.S. II #METIME,Beautiful Pain (Ft. Lloyd & Ma$e)
2 Chainz,B.O.A.T.S. II #METIME,So We Can Live (Ft. T-Pain)
2 Chainz,B.O.A.T.S. II #METIME,Mainstream Ratchet
2 Chainz,B.O.A.T.S. II #METIME,Black Unicorn (Ft. Chrisette Michele & Sunni Patterson)
2 Chainz,B.O.A.T.S. II #METIME,Outroduction
2 Chainz,B.O.A.T.S. II #METIME,Employee Of The Month (Ft. LIZ)
2 Chainz,B.O.A.T.S. II #METIME,Live and Learn (It Will) (Ft. Dolla Boy & Pusha-T)
2 Chainz,B.O.A.T.S. II #METIME,Living (Ft. IamSu!)
2 Chainz,B.O.A.T.S. II #METIME,B.O.A.T.S. II: Me Time [Credits]
2 Chainz,B.O.A.T.S. II #METIME,B.O.A.T.S. II #METIME [Tracklist + Album Art]
2 Chainz,B.O.A.T.S. II #METIME,Where U Been? Single Art (Ft. Cap-1)
2 Chainz,ColleGrove,Dedication
2 Chainz,ColleGrove,Smell Like Money (Ft. Lil Wayne)
2 Chainz,ColleGrove,Bounce (Ft. Lil Wayne)
2 Chainz,ColleGrove,Gotta Lotta (Ft. Lil Wayne)
2 Chainz,ColleGrove,MF'N Right
2 Chainz,ColleGrove,Blue C-Note (Ft. Lil Wayne)
2 Chainz,ColleGrove,Not Invited
